id_clima,fecha,zona,temperatura_promedio_c,lluvia_mm,humedad_relativa_pct,observacion_climatica
C-02149,2025-05-15,Occidente,26.4,5.0,77.7,estable
C-02150,2025-07-24,Centro,18.0,8.0,81.8,lluvia
C-02151,2025-04-28,Centro,24.9,9.0,96.8,estable
C-02152,2025-09-14,Centro,18.9,0,81.7,sequía leve
C-02153,2025-07-30,Centro,17.9,9.7,69.0,lluvia
C-02154,2025-12-05,Norte,34.0,6.7,92.8,nublado
C-02155,2025-03-20,Oriente,28.5,6.1,83.3,sequía leve
C-02156,2025-10-28,Oriente,25.3,5.7,55.6,lluvia
C-02157,2025-07-04,Occidente,21.0,4.3,61.2,lluvia
C-02158,2025-09-27,Sur,31.8,10.6,48.4,tormenta
C-02159,2025-06-15,Centro,21.7,9.7,73.8,tormenta
C-02160,2025-07-20,Oriente,29.3,11.5,62.5,estable
C-02161,2025-01-12,Centro,19.8,0,69.9,estable
C-02162,2025-10-05,Occidente,21.7,10.7,71.0,nublado
C-02163,2025-08-13,Centro,33.9,2.4,80.6,lluvia
C-02164,2025-07-27,Centro,19.0,1.8,57.2,tormenta
C-02165,2025-05-30,Norte,29.4,0,46.2,tormenta
C-02166,2025-01-15,Sur,27.6,0.6,88.1,estable
C-02167,2025-03-10,Sur,22.4,0,89.5,soleado
C-02168,2025-11-19,Centro,22.7,34.2,94.1,sequía leve
C-02169,2025-09-08,Sur,31.6,1.4,57.6,lluvia
C-02170,2025-12-17,Centro,25.5,3.6,82.3,soleado
C-02171,2025-09-23,Norte,16.5,10.0,67.3,lluvia
C-02172,2025-09-03,Oriente,20.5,4.2,75.4,tormenta
C-02173,2025-05-26,Norte,31.5,5.1,70.3,lluvia
C-02174,2025-01-08,Centro,34.3,2.4,58.2,lluvia
C-02175,2025-02-14,Norte,24.3,0,79.1,lluvia
C-02176,2025-01-30,Occidente,32.8,0.6,47.0,tormenta
C-02177,2025-11-12,Centro,28.2,8.3,97.4,tormenta
C-02178,2025-07-14,Oriente,25.6,4.9,49.3,nublado
C-02179,2025-04-06,Centro,18.7,20.5,87.5,nublado
C-02180,2025-04-07,Centro,29.9,20.0,89.3,estable
C-02181,2025-01-10,Norte,33.9,6.0,56.9,estable
C-02182,2025-06-13,Occidente,26.9,0,48.0,lluvia
C-02183,2025-11-18,Sur,29.4,0.7,61.0,nublado
C-02184,2025-04-04,Norte,26.5,4.3,60.0,tormenta
C-02185,2025-08-25,Oriente,18.1,0,78.0,tormenta
C-02186,2025-04-15,Centro,17.5,11.1,75.8,tormenta
C-02187,2025-04-06,Occidente,32.7,4.3,73.5,soleado
C-02188,2025-07-09,Sur,23.3,42.0,65.6,estable
C-02189,2025-11-08,Oriente,23.0,0,81.8,soleado
C-02190,2025-08-04,Oriente,31.4,7.0,83.4,nublado
C-02191,2025-10-06,Oriente,21.7,8.9,54.3,estable
C-02192,2025-06-05,Norte,23.3,7.5,83.3,sequía leve
C-02193,2025-05-24,Oriente,19.0,11.2,62.2,nublado
C-02194,2025-02-17,Sur,20.2,0,48.6,sequía leve
C-02195,2025-06-19,Occidente,22.4,0.6,54.2,tormenta
C-02196,2025-01-09,Oriente,19.9,17.4,79.6,nublado
C-02197,2025-03-06,Centro,21.2,5.1,89.0,tormenta
C-02198,2025-01-11,Sur,27.3,62.4,83.3,estable
C-02199,2025-11-27,Occidente,18.0,3.2,69.7,sequía leve
C-02200,2025-07-14,Oriente,18.1,12.3,86.1,sequía leve
C-02201,2025-08-13,Oriente,18.7,7.4,94.2,soleado
C-02202,2025-03-11,Occidente,31.8,11.6,46.4,sequía leve
C-02203,2025-07-19,Centro,17.2,14.7,81.9,sequía leve
C-02204,2025-03-10,Oriente,20.8,0,49.2,nublado
C-02205,2025-03-01,Norte,28.0,0,55.7,tormenta
C-02206,2025-12-13,Oriente,33.0,1.2,91.9,lluvia
C-02207,2025-01-27,Norte,28.1,22.8,52.2,soleado
C-02208,2025-01-13,Sur,32.2,0,68.9,tormenta
C-02209,2025-09-08,Occidente,27.4,9.0,66.6,lluvia
C-02210,2025-09-13,Norte,22.2,0,55.1,tormenta
C-02211,2025-11-22,Norte,23.6,19.0,80.5,soleado
C-02212,2025-05-25,Centro,33.4,0,45.0,soleado
C-02213,2025-12-25,Norte,33.0,0,86.0,nublado
C-02214,2025-03-17,Centro,25.6,16.6,53.7,sequía leve
C-02215,2025-09-12,Norte,17.5,13.5,55.6,sequía leve
C-02216,2025-02-02,Oriente,29.4,5.1,58.8,lluvia
C-02217,2025-02-14,Occidente,19.9,0,63.6,tormenta
C-02218,2025-01-22,Sur,28.5,3.0,61.8,estable
C-02219,2025-11-02,Occidente,22.8,4.2,79.3,sequía leve
C-02220,2025-10-04,Sur,19.3,0.7,86.0,lluvia
C-02221,2025-08-17,Norte,22.1,7.2,89.1,sequía leve
C-02222,2025-03-27,Sur,33.4,50.4,45.1,estable
C-02223,2025-07-25,Centro,21.9,0,60.7,soleado
C-02224,2025-09-21,Centro,23.0,0,57.2,estable
C-02225,2025-08-12,Centro,22.7,1.9,64.8,tormenta
C-02226,2025-01-14,Norte,21.6,5.0,92.8,nublado
C-02227,2025-12-29,Oriente,25.3,0,62.4,lluvia
C-02228,2025-10-03,Norte,18.2,15.3,58.3,tormenta
C-02229,2025-08-18,Oriente,29.6,0,56.7,estable
C-02230,2025-08-12,Occidente,30.0,8.1,92.2,nublado
C-02231,2025-12-05,Norte,24.5,5.3,88.5,sequía leve
C-02232,2025-07-07,Centro,23.4,4.2,57.2,soleado
C-02233,2025-09-14,Oriente,21.3,1.1,62.1,estable
C-02234,2025-05-23,Centro,26.6,13.8,58.6,lluvia
C-02235,2025-12-15,Oriente,21.6,10.1,64.2,tormenta
C-02236,2025-04-03,Norte,29.9,9.1,79.4,soleado
C-02237,2025-07-03,Oriente,34.7,11.0,65.3,nublado
C-02238,2025-05-17,Norte,25.1,0,47.2,tormenta
C-02239,2025-03-20,Occidente,23.6,0,59.1,soleado
C-02240,2025-11-09,Norte,23.3,0,63.8,sequía leve
C-02241,2025-08-08,Sur,34.7,0,94.0,lluvia
C-02242,2025-02-22,Centro,34.5,0,97.6,tormenta
C-02243,2025-12-29,Oriente,34.6,15.5,87.8,soleado
C-02244,2025-10-17,Centro,19.0,4.0,80.4,lluvia
C-02245,2025-11-25,Norte,20.7,10.2,76.3,soleado
C-02246,2025-10-06,Centro,24.0,11.2,79.1,soleado
C-02247,2025-05-14,Oriente,26.4,15.4,50.5,soleado
C-02248,2025-06-26,Oriente,19.1,7.3,94.3,nublado
C-02249,2025-07-19,Sur,17.5,8.9,70.9,sequía leve
C-02250,2025-06-18,Oriente,21.8,11.1,81.1,estable
C-02251,2025-02-18,Centro,22.3,9.9,67.1,soleado
C-02252,2025-06-29,Occidente,20.4,18.4,65.5,lluvia
C-02253,2025-01-30,Centro,35.0,0,88.4,soleado
C-02254,2025-08-13,Norte,27.3,0,63.6,estable
C-02255,2025-12-25,Occidente,25.9,0,82.8,nublado
C-02256,2025-09-18,Norte,23.0,6.1,66.5,soleado
C-02257,2025-07-03,Norte,27.3,18.9,62.1,lluvia
C-02258,2025-05-02,Oriente,17.6,0.8,63.9,sequía leve
C-02259,2025-04-11,Norte,30.2,0,49.3,soleado
C-02260,2025-07-02,Sur,27.6,20.0,66.6,lluvia
C-02261,2025-07-13,Sur,24.6,10.2,49.2,sequía leve
C-02262,2025-07-03,Occidente,30.1,0,97.5,estable
C-02263,2025-12-03,Centro,22.6,16.9,83.4,tormenta
C-02264,2025-04-14,Centro,21.5,7.5,56.2,nublado
C-02265,2025-11-27,Norte,28.0,4.3,87.0,soleado
C-02266,2025-02-15,Sur,22.9,16.5,47.4,soleado
C-02267,2025-03-06,Sur,20.4,7.2,70.0,sequía leve
C-02268,2025-10-22,Occidente,34.1,0,84.9,estable
C-02269,2025-07-17,Centro,33.4,17.0,91.9,lluvia
C-02270,2025-07-12,Occidente,27.8,0,90.7,nublado
C-02271,2025-06-06,Sur,27.3,0,67.3,soleado
C-02272,2025-03-03,Occidente,28.2,12.8,69.5,tormenta
C-02273,2025-04-13,Centro,29.2,0,62.5,tormenta
C-02274,2025-05-15,Occidente,27.2,12.2,89.3,soleado
C-02275,2025-12-22,Occidente,25.9,1.0,56.7,tormenta
C-02276,2025-11-01,Sur,19.5,3.1,81.5,lluvia
C-02277,2025-11-07,Occidente,31.7,1.5,68.1,sequía leve
C-02278,2025-01-09,Occidente,33.4,2.8,69.7,soleado
C-02279,2025-11-10,Norte,18.2,6.2,45.7,tormenta
C-02280,2025-05-17,Centro,22.2,16.0,88.4,estable
C-02281,2025-12-25,Centro,29.6,14.5,54.7,lluvia
C-02282,2025-08-15,Occidente,25.3,5.8,81.9,nublado
C-02283,2025-09-10,Sur,26.6,0,45.7,soleado
C-02284,2025-12-17,Centro,27.9,8.8,51.9,lluvia
C-02285,2025-06-12,Norte,21.0,6.9,68.5,lluvia
C-02286,2025-10-02,Norte,31.8,2.9,67.5,nublado
C-02287,2025-03-07,Oriente,34.3,44.6,48.2,sequía leve
C-02288,2025-07-03,Oriente,32.6,0,59.3,nublado
C-02289,2025-06-10,Norte,34.6,0,95.5,tormenta
C-02290,2025-02-25,Occidente,18.3,10.5,70.9,lluvia
C-02291,2025-01-24,Oriente,18.3,6.9,90.6,sequía leve
C-02292,2025-10-25,Oriente,26.9,7.3,68.1,nublado
C-02293,2025-01-05,Norte,26.9,48.1,56.1,soleado
C-02294,2025-09-13,Sur,19.0,13.3,64.4,soleado
C-02295,2025-01-20,Sur,19.1,0,68.7,lluvia
C-02296,2025-06-07,Norte,33.9,55.6,97.4,sequía leve
C-02297,2025-07-30,Sur,16.1,1.5,52.8,soleado
C-02298,2025-05-19,Sur,24.6,23.1,86.2,estable
C-02299,2025-09-29,Norte,20.6,0,93.2,soleado
C-02300,2025-05-12,Sur,22.0,11.5,89.1,soleado
C-02301,2025-03-27,Centro,22.4,0,86.1,lluvia
C-02302,2025-09-18,Occidente,27.4,15.4,80.7,tormenta
C-02303,2025-05-25,Oriente,28.6,0,52.4,tormenta
C-02304,2025-08-11,Oriente,16.1,5.0,96.9,estable
C-02305,2025-08-13,Norte,19.4,0,85.8,tormenta
C-02306,2025-08-04,Sur,17.2,5.3,80.8,tormenta
C-02307,2025-10-02,Sur,22.5,53.5,82.9,nublado
C-02308,2025-08-11,Occidente,25.7,0.6,69.2,sequía leve
C-02309,2025-10-20,Norte,26.9,0,80.7,lluvia
C-02310,2025-08-19,Occidente,25.9,8.6,95.2,tormenta
C-02311,2025-10-08,Occidente,17.1,19.7,81.2,nublado
C-02312,2025-10-26,Norte,16.1,8.4,81.1,tormenta
C-02313,2025-01-31,Norte,26.1,0,64.3,sequía leve
C-02314,2025-08-12,Norte,26.1,7.9,56.6,nublado
C-02315,2025-05-24,Sur,33.8,14.6,87.3,tormenta
C-02316,2025-09-22,Occidente,22.2,14.4,82.0,sequía leve
C-02317,2025-07-23,Centro,29.7,8.4,71.2,nublado
C-02318,2025-08-24,Centro,34.0,0,71.0,sequía leve
C-02319,2025-08-25,Oriente,35.0,22.4,59.7,soleado
C-02320,2025-06-09,Occidente,33.5,3.7,54.1,lluvia
C-02321,2025-10-18,Oriente,19.7,2.3,52.2,tormenta
C-02322,2025-11-13,Norte,28.1,16.5,87.8,nublado
C-02323,2025-02-25,Sur,20.4,9.6,59.0,soleado
C-02324,2025-05-11,Centro,33.4,0,80.7,lluvia
C-02325,2025-09-23,Occidente,19.0,8.9,97.0,tormenta
C-02326,2025-04-23,Occidente,20.1,13.3,61.2,soleado
C-02327,2025-04-19,Sur,34.6,0,61.9,nublado
C-02328,2025-08-12,Sur,18.2,6.2,58.2,estable
C-02329,2025-07-22,Norte,34.7,30.0,76.2,lluvia
C-02330,2025-09-04,Oriente,32.6,0,50.6,sequía leve
C-02331,2025-09-03,Sur,22.4,9.0,91.1,sequía leve
C-02332,2025-07-15,Norte,33.9,13.8,71.0,tormenta
C-02333,2025-01-05,Occidente,31.1,0,89.4,lluvia
C-02334,2025-03-15,Occidente,26.1,18.9,63.4,soleado
C-02335,2025-10-29,Oriente,18.1,0,93.4,lluvia
C-02336,2025-02-05,Norte,24.6,9.2,47.1,soleado
C-02337,2025-05-29,Norte,27.6,0.3,70.8,nublado
C-02338,2025-02-28,Centro,19.0,17.0,68.5,sequía leve
C-02339,2025-03-14,Oriente,27.1,3.3,83.7,soleado
C-02340,2025-10-15,Occidente,23.3,4.6,58.8,lluvia
C-02341,2025-11-16,Centro,18.5,0,70.9,lluvia
C-02342,2025-08-17,Sur,24.6,0,68.7,tormenta
C-02343,2025-04-14,Sur,20.8,0,59.2,estable
C-02344,2025-08-15,Centro,19.6,10.5,60.9,lluvia
C-02345,2025-12-21,Occidente,31.7,0,60.5,sequía leve
C-02346,2025-10-12,Oriente,32.6,26.7,82.5,soleado
C-02347,2025-09-16,Occidente,23.7,0,69.3,lluvia
C-02348,2025-02-02,Sur,27.3,9.2,81.3,lluvia
C-02349,2025-07-13,Oriente,23.5,0.8,68.8,lluvia
C-02350,2025-01-27,Centro,18.3,3.3,83.0,tormenta
C-02351,2025-04-17,Sur,27.2,53.8,71.6,tormenta
C-02352,2025-08-25,Occidente,34.1,3.4,54.3,nublado
C-02353,2025-08-11,Centro,23.2,18.0,55.9,soleado
C-02354,2025-12-05,Sur,16.1,0,83.2,nublado
C-02355,2025-03-03,Centro,31.2,5.4,65.0,sequía leve
C-02356,2025-10-14,Sur,16.5,0,57.5,soleado
C-02357,2025-07-13,Sur,17.3,0,69.7,nublado
C-02358,2025-03-06,Centro,27.3,2.2,90.8,tormenta
C-02359,2025-12-21,Sur,26.0,0,62.3,estable
C-02360,2025-08-30,Norte,19.5,11.2,73.6,soleado
C-02361,2025-11-17,Centro,22.1,7.3,92.7,lluvia
C-02362,2025-03-25,Sur,25.0,16.1,61.3,soleado
C-02363,2025-04-15,Norte,28.7,1.0,48.9,tormenta
C-02364,2025-08-24,Occidente,24.3,10.3,73.8,soleado
C-02365,2025-07-14,Sur,25.1,21.3,88.4,nublado
C-02366,2025-08-01,Occidente,20.8,4.8,95.4,sequía leve
C-02367,2025-02-09,Oriente,22.3,10.9,68.0,nublado
C-02368,2025-05-30,Oriente,17.3,9.7,82.5,lluvia
C-02369,2025-01-07,Sur,30.7,18.9,59.4,nublado
C-02370,2025-12-21,Occidente,23.9,14.6,72.5,lluvia
C-02371,2025-11-09,Sur,29.4,11.8,87.2,nublado
C-02372,2025-09-06,Oriente,32.8,21.0,85.2,lluvia
C-02373,2025-04-20,Occidente,29.4,7.1,67.4,nublado
C-02374,2025-05-16,Occidente,26.7,6.4,65.7,nublado
C-02375,2025-12-26,Centro,25.8,0,80.7,tormenta
C-02376,2025-01-13,Oriente,26.9,7.8,47.2,nublado
C-02377,2025-09-30,Oriente,27.2,3.5,46.0,estable
C-02378,2025-07-19,Sur,28.7,13.1,67.9,nublado
C-02379,2025-05-25,Sur,21.4,6.7,73.9,soleado
C-02380,2025-09-17,Norte,28.1,8.0,64.9,lluvia
C-02381,2025-09-10,Oriente,34.7,13.2,45.9,lluvia
C-02382,2025-02-08,Occidente,28.8,2.4,70.6,nublado
C-02383,2025-09-09,Norte,24.5,0,89.6,lluvia
C-02384,2025-08-07,Sur,18.3,4.4,68.5,estable
C-02385,2025-06-04,Occidente,27.4,8.0,74.0,nublado
C-02386,2025-08-17,Oriente,33.5,9.9,81.6,tormenta
C-02387,2025-04-07,Centro,30.9,7.5,58.9,estable
C-02388,2025-06-15,Centro,34.6,0,74.0,estable
C-02389,2025-07-06,Norte,31.5,0,96.7,lluvia
C-02390,2025-11-04,Centro,16.5,6.8,57.4,lluvia
C-02391,2025-11-14,Centro,33.1,5.0,89.3,nublado
C-02392,2025-06-02,Centro,18.2,0,94.3,lluvia
C-02393,2025-08-09,Occidente,16.9,0,54.9,sequía leve
C-02394,2025-09-14,Occidente,18.8,19.4,63.1,estable
C-02395,2025-12-31,Occidente,16.1,0,67.9,nublado
C-02396,2025-10-23,Occidente,17.7,9.4,79.7,nublado
C-02397,2025-11-30,Centro,19.0,0,59.7,tormenta
C-02398,2025-11-25,Occidente,26.9,8.3,63.8,nublado
C-02399,2025-11-28,Sur,30.0,9.3,79.7,estable
C-02400,2025-08-22,Norte,19.7,10.9,47.4,nublado
C-02401,2025-07-27,Centro,24.4,7.1,87.5,lluvia
C-02402,2025-01-18,Occidente,29.8,13.1,49.9,estable
C-02403,2025-12-10,Centro,16.1,6.2,81.5,soleado
C-02404,2025-09-27,Occidente,34.8,8.4,72.4,tormenta
C-02405,2025-10-01,Centro,27.8,8.9,92.3,soleado
C-02406,2025-04-05,Oriente,17.7,13.0,83.7,soleado
C-02407,2025-01-27,Occidente,33.5,0,95.4,nublado
C-02408,2025-10-15,Sur,22.0,5.0,94.5,nublado
C-02409,2025-06-14,Centro,16.4,0,53.6,lluvia
C-02410,2025-03-22,Centro,17.0,10.4,71.5,sequía leve
C-02411,2025-08-30,Oriente,18.1,0,97.2,sequía leve
C-02412,2025-06-28,Norte,22.6,0,57.7,tormenta
C-02413,2025-02-27,Centro,30.5,12.3,50.3,estable
C-02414,2025-06-08,Sur,20.3,0,73.9,lluvia
C-02415,2025-02-09,Sur,28.2,5.3,72.2,soleado
C-02416,2025-10-24,Oriente,23.5,0,82.7,sequía leve
C-02417,2025-09-12,Centro,34.0,7.8,70.0,estable
C-02418,2025-08-14,Centro,22.5,12.1,65.2,soleado
C-02419,2025-09-27,Centro,25.3,0,85.2,soleado
C-02420,2025-06-07,Occidente,22.0,10.9,88.3,soleado
C-02421,2025-12-09,Oriente,18.1,0,62.5,lluvia
C-02422,2025-07-16,Centro,19.6,0,68.3,soleado
C-02423,2025-05-13,Oriente,32.0,12.1,76.1,soleado
C-02424,2025-08-20,Centro,21.7,0,80.5,sequía leve
C-02425,2025-09-02,Centro,16.4,3.5,97.3,lluvia
C-02426,2025-09-30,Centro,25.6,10.9,46.9,soleado
C-02427,2025-11-26,Centro,17.0,0,87.2,lluvia
C-02428,2025-04-02,Centro,32.5,8.7,46.9,lluvia
C-02429,2025-01-08,Oriente,28.4,12.9,75.9,lluvia
C-02430,2025-04-14,Occidente,31.5,32.3,55.1,sequía leve
C-02431,2025-01-01,Occidente,31.7,4.6,93.4,lluvia
C-02432,2025-03-19,Norte,22.7,0,59.1,tormenta
C-02433,2025-09-10,Sur,32.0,0,79.5,tormenta
C-02434,2025-01-21,Centro,27.9,0,60.5,estable
C-02435,2025-12-13,Centro,27.7,0.1,51.6,estable
C-02436,2025-10-02,Norte,17.9,17.2,96.9,lluvia
C-02437,2025-04-11,Oriente,32.6,18.7,90.3,nublado
C-02438,2025-12-11,Occidente,30.1,5.2,82.3,sequía leve
C-02439,2025-07-22,Occidente,32.1,12.0,48.3,soleado
C-02440,2025-06-10,Norte,21.4,10.2,54.4,tormenta
C-02441,2025-09-06,Oriente,18.7,8.7,69.8,tormenta
C-02442,2025-06-13,Oriente,19.8,18.1,46.9,nublado
C-02443,2025-03-07,Oriente,32.6,1.2,48.2,soleado
C-02444,2025-03-20,Norte,19.4,8.9,74.2,lluvia
C-02445,2025-02-16,Sur,32.0,40.5,93.7,soleado
C-02446,2025-02-28,Oriente,25.6,16.5,80.5,estable
C-02447,2025-10-28,Norte,25.9,25.4,96.7,tormenta
C-02448,2025-06-11,Norte,27.9,27.5,46.9,tormenta
C-02449,2025-10-29,Occidente,30.1,0,85.0,soleado
C-02450,2025-11-15,Sur,32.8,20.2,51.9,sequía leve
C-02451,2025-05-21,Sur,20.0,0,80.1,tormenta
C-02452,2025-05-24,Occidente,23.9,9.8,62.2,estable
C-02453,2025-04-29,Norte,26.9,7.9,68.3,soleado
C-02454,2025-12-03,Oriente,29.5,18.6,77.7,soleado
C-02455,2025-04-29,Centro,17.2,0,84.3,sequía leve
C-02456,2025-06-10,Oriente,32.0,23.5,79.8,soleado
C-02457,2025-09-23,Occidente,21.9,15.7,62.0,lluvia
C-02458,2025-01-13,Occidente,16.5,5.5,47.2,lluvia
C-02459,2025-09-30,Oriente,17.2,0,46.3,nublado
C-02460,2025-09-17,Norte,21.5,20.8,94.0,sequía leve
C-02461,2025-07-07,Oriente,16.8,17.3,54.2,tormenta
C-02462,2025-12-16,Centro,22.1,20.3,53.3,soleado
C-02463,2025-07-11,Oriente,31.6,0,47.9,estable
C-02464,2025-07-10,Oriente,34.1,19.4,61.6,lluvia
C-02465,2025-03-28,Occidente,34.5,0,60.6,tormenta
C-02466,2025-06-10,Sur,27.6,13.6,64.9,tormenta
C-02467,2025-07-29,Norte,20.1,13.2,85.5,nublado
C-02468,2025-12-16,Occidente,19.2,0,95.6,sequía leve
C-02469,2025-11-19,Centro,31.2,5.6,51.6,nublado
C-02470,2025-04-03,Sur,19.0,2.4,73.9,lluvia
C-02471,2025-03-11,Occidente,22.4,8.5,89.9,soleado
C-02472,2025-07-21,Centro,31.1,62.1,95.0,tormenta
C-02473,2025-11-27,Norte,32.0,2.4,88.3,lluvia
C-02474,2025-12-01,Norte,17.8,6.4,46.2,lluvia
C-02475,2025-01-13,Occidente,22.4,11.1,75.5,tormenta
C-02476,2025-07-31,Occidente,26.9,5.3,78.6,tormenta
C-02477,2025-05-22,Sur,16.4,5.5,70.0,soleado
C-02478,2025-08-02,Norte,17.2,0,92.4,tormenta
C-02479,2025-12-19,Sur,20.4,0,67.4,sequía leve
C-02480,2025-02-09,Occidente,32.1,0,89.6,tormenta
C-02481,2025-06-23,Occidente,29.5,4.4,48.6,lluvia
C-02482,2025-07-07,Centro,27.7,14.6,74.6,estable
C-02483,2025-07-27,Sur,20.7,16.2,95.6,sequía leve
C-02484,2025-10-28,Norte,22.1,0,48.9,soleado
C-02485,2025-03-03,Centro,34.5,4.5,62.9,nublado
C-02486,2025-07-10,Occidente,26.4,7.5,73.0,tormenta
C-02487,2025-11-14,Norte,22.1,8.6,48.8,estable
C-02488,2025-01-15,Occidente,20.4,25.9,50.1,lluvia
C-02489,2025-06-12,Centro,22.4,12.1,64.4,nublado
C-02490,2025-06-02,Norte,18.3,7.4,45.0,estable
C-02491,2025-01-09,Norte,24.2,0,61.6,estable
C-02492,2025-06-10,Norte,27.7,0,50.5,nublado
C-02493,2025-05-02,Sur,20.8,0,97.1,soleado
C-02494,2025-04-14,Norte,20.5,18.6,66.9,tormenta
C-02495,2025-06-13,Occidente,31.8,0,94.2,lluvia
C-02496,2025-03-22,Centro,25.9,14.1,86.4,lluvia
C-02497,2025-06-13,Norte,24.1,0,70.8,nublado
C-02498,2025-06-14,Norte,24.8,0,83.4,soleado
C-02499,2025-06-15,Norte,25.5,2.0,49.5,nublado
C-02500,2025-01-10,Sur,17.7,18.9,55.2,nublado
C-02501,2025-03-17,Sur,34.5,0,58.2,soleado
C-02502,2025-11-25,Occidente,21.9,62.5,68.3,estable
C-02503,2025-11-14,Oriente,30.6,9.2,63.4,nublado
C-02504,2025-04-10,Norte,22.2,2.6,59.8,sequía leve
C-02505,2025-10-04,Occidente,18.7,1.2,54.6,sequía leve
C-02506,2025-12-25,Occidente,19.0,5.0,94.8,tormenta
C-02507,2025-11-18,Centro,27.1,20.9,84.2,estable
C-02508,2025-07-01,Oriente,20.5,0.5,80.5,soleado
C-02509,2025-10-24,Sur,23.7,7.9,61.3,tormenta
C-02510,2025-04-09,Occidente,31.6,15.2,95.5,sequía leve
C-02511,2025-05-07,Sur,26.8,0,96.6,lluvia
C-02512,2025-08-02,Occidente,28.9,0.6,77.3,nublado
C-02513,2025-12-02,Centro,30.7,12.5,51.6,nublado
C-02514,2025-11-19,Centro,31.8,0,88.6,nublado
C-02515,2025-05-16,Oriente,33.4,0.7,69.0,estable
C-02516,2025-08-09,Centro,25.4,5.7,83.6,lluvia
C-02517,2025-06-01,Sur,31.9,6.6,59.5,soleado
C-02518,2025-09-14,Centro,29.4,0.3,58.5,tormenta
C-02519,2025-12-14,Occidente,19.8,0,74.6,tormenta
C-02520,2025-11-19,Oriente,26.0,3.6,53.3,tormenta
C-02521,2025-10-02,Norte,17.7,7.3,83.4,soleado
C-02522,2025-10-16,Occidente,28.0,0,71.7,lluvia
C-02523,2025-01-01,Oriente,31.3,19.2,46.3,tormenta
C-02524,2025-01-18,Sur,31.7,6.0,86.8,nublado
C-02525,2025-01-26,Occidente,27.7,0,61.1,lluvia
C-02526,2025-03-03,Oriente,20.1,13.9,78.3,soleado
C-02527,2025-04-07,Occidente,18.6,8.6,46.8,tormenta
C-02528,2025-05-26,Centro,16.2,3.1,64.1,sequía leve
C-02529,2025-02-01,Norte,20.2,9.3,55.2,nublado
C-02530,2025-02-04,Occidente,28.6,6.2,66.5,nublado
C-02531,2025-01-22,Sur,29.0,4.1,76.6,sequía leve
C-02532,2025-09-01,Sur,31.7,4.0,71.0,nublado
C-02533,2025-11-30,Sur,24.2,12.5,93.2,tormenta
C-02534,2025-01-22,Norte,18.7,7.2,55.9,nublado
C-02535,2025-06-27,Centro,28.3,0.6,50.8,estable
C-02536,2025-04-25,Norte,18.4,2.6,87.6,sequía leve
C-02537,2025-06-28,Sur,34.7,0,65.0,nublado
C-02538,2025-04-08,Norte,27.7,0,84.9,nublado
C-02539,2025-03-26,Oriente,26.0,0,72.2,sequía leve
C-02540,2025-07-28,Norte,27.6,8.1,96.6,nublado
C-02541,2025-09-04,Centro,29.5,10.4,88.3,soleado
C-02542,2025-07-22,Occidente,24.5,8.3,90.0,lluvia
C-02543,2025-02-25,Occidente,27.6,0.4,71.7,nublado
C-02544,2025-08-23,Centro,33.9,19.9,95.9,nublado
C-02545,2025-02-27,Occidente,30.4,2.0,74.7,estable
C-02546,2025-04-09,Norte,21.9,54.5,70.0,soleado
C-02547,2025-11-29,Sur,26.2,0,70.8,nublado
C-02548,2025-06-10,Sur,29.6,0,52.7,lluvia
C-02549,2025-09-03,Norte,19.4,9.2,92.2,lluvia
C-02550,2025-10-03,Sur,24.7,13.4,86.0,soleado
C-02551,2025-04-26,Occidente,23.5,21.4,45.7,nublado
C-02552,2025-10-31,Centro,27.2,21.3,53.0,nublado
C-02553,2025-09-06,Sur,23.3,41.1,53.0,soleado
C-02554,2025-07-19,Norte,19.6,6.6,90.7,tormenta
C-02555,2025-11-30,Norte,31.3,0,95.9,nublado
C-02556,2025-11-20,Norte,24.0,18.2,47.3,estable
C-02557,2025-01-01,Sur,27.1,9.2,90.1,nublado
C-02558,2025-06-24,Oriente,33.2,9.7,74.7,lluvia
C-02559,2025-12-21,Oriente,30.7,6.4,86.6,tormenta
C-02560,2025-11-04,Sur,34.8,0.9,85.6,estable
C-02561,2025-03-15,Centro,30.1,0,62.9,sequía leve
C-02562,2025-01-06,Oriente,33.7,0,63.1,nublado
C-02563,2025-03-12,Centro,30.3,0,69.8,nublado
C-02564,2025-07-31,Sur,18.0,32.7,96.0,estable
C-02565,2025-05-28,Occidente,20.8,6.7,73.4,estable
C-02566,2025-04-07,Sur,17.3,4.2,57.7,tormenta
C-02567,2025-06-20,Sur,27.6,4.8,84.1,sequía leve
C-02568,2025-03-13,Centro,25.7,0.2,49.3,lluvia
C-02569,2025-09-11,Sur,17.4,0,53.7,sequía leve
C-02570,2025-06-29,Oriente,30.8,0,86.5,estable
C-02571,2025-07-30,Sur,34.2,0,48.4,nublado
C-02572,2025-07-02,Centro,26.0,6.7,83.1,estable
C-02573,2025-04-20,Norte,31.9,9.2,66.8,tormenta
C-02574,2025-03-30,Occidente,19.5,1.9,59.2,nublado
C-02575,2025-02-01,Oriente,19.9,13.2,51.7,estable
C-02576,2025-07-30,Oriente,24.8,0,93.1,estable
C-02577,2025-03-22,Oriente,21.5,5.9,75.9,estable
C-02578,2025-09-15,Oriente,29.5,3.1,66.7,sequía leve
C-02579,2025-06-06,Occidente,18.1,12.4,72.2,lluvia
